age,income,emp_years,grade,loan_amount,interest_rate,status,percent_income,credit_history,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,loan_purpose_EDUCATION,loan_purpose_HOMEIMPROVEMENT,loan_purpose_MEDICAL,loan_purpose_PERSONAL,loan_purpose_VENTURE,default_history_Y,age_income_ratio,loan_income_ratio
22,82000,3.0,2,21600,13.61,0,0.26,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0002682926829268293,0.2634146341463415
22,78000,6.0,1,21600,11.26,1,0.28,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00028205128205128203,0.27692307692307694
22,19200,0.0,1,2400,10.59,0,0.13,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0011458333333333333,0.125
24,112140,8.0,0,21600,7.9,0,0.19,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00021401819154628142,0.1926163723916533
24,19200,4.0,0,7000,5.99,1,0.36,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00125,0.3645833333333333
25,19200,4.0,1,3000,11.99,1,0.16,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0013020833333333333,0.15625
24,59000,5.0,3,21500,16.89,1,0.36,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00040677966101694915,0.3644067796610169
24,70000,5.0,1,21500,9.99,1,0.31,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00034285714285714285,0.30714285714285716
24,116000,5.0,3,21500,15.33,0,0.19,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.00020689655172413793,0.1853448275862069
25,60000,5.0,0,21450,7.29,1,0.36,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0004166666666666667,0.3575
22,19200,6.0,2,5000,14.17,1,0.26,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0011458333333333333,0.2604166666666667
22,53000,3.0,1,21250,10.25,1,0.4,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0004150943396226415,0.4009433962264151
24,56000,8.0,3,21250,15.95,1,0.38,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.00042857142857142855,0.3794642857142857
24,65000,4.0,3,21250,15.95,1,0.33,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0003692307692307692,0.3269230769230769
22,19200,6.0,3,1400,14.91,1,0.07,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0011458333333333333,0.07291666666666667
23,19200,7.0,0,3000,10.99,1,0.16,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0011979166666666666,0.15625
25,19200,2.0,1,1000,10.99,0,0.05,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0013020833333333333,0.052083333333333336
23,63000,2.0,1,21000,11.36,1,0.33,2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0003650793650793651,0.3333333333333333
26,19200,5.0,0,4000,7.51,1,0.21,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0013541666666666667,0.20833333333333334
22,59000,2.0,1,21000,10.71,1,0.36,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0003728813559322034,0.3559322033898305
22,70500,3.0,2,21000,13.98,0,0.3,4,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0003120567375886525,0.2978723404255319
26,65219,11.0,3,21000,14.09,1,0.32,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003986568331314494,0.3219920575292476
22,75000,2.0,1,21000,10.0,0,0.28,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0002933333333333333,0.28
22,19200,3.0,3,5000,15.33,1,0.26,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0011458333333333333,0.2604166666666667
25,62047,9.0,4,21000,16.32,1,0.29,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.00040292036681870196,0.3384531081277096
24,79000,8.0,0,21000,7.9,0,0.27,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0003037974683544304,0.26582278481012656
23,80000,3.0,1,21000,11.99,0,0.26,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0002875,0.2625
24,84000,8.0,1,21000,10.75,0,0.25,4,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00028571428571428574,0.25
26,85000,3.0,2,21000,13.92,0,0.25,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00030588235294117644,0.24705882352941178
22,93000,1.0,1,21000,9.91,0,0.23,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00023655913978494624,0.22580645161290322
26,81000,10.0,4,21000,16.95,1,0.26,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.00032098765432098765,0.25925925925925924
26,97000,1.0,0,21000,7.9,0,0.22,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00026804123711340205,0.21649484536082475
26,97000,3.0,2,21000,10.99,0,0.22,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.00026804123711340205,0.21649484536082475
25,100000,2.0,3,21000,16.49,1,0.21,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.00025,0.21
26,19200,0.0,2,7500,11.97,1,0.39,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0013541666666666667,0.390625
21,19253,4.0,0,6250,6.17,1,0.32,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010907391055939334,0.3246247338077183
26,125000,5.0,0,21000,8.9,0,0.17,2,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.000208,0.168
25,125000,9.0,2,21000,12.99,0,0.17,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0002,0.168
23,82000,2.0,1,20900,12.69,0,0.25,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00028048780487804876,0.2548780487804878
26,50000,7.0,0,20500,7.49,1,0.41,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00052,0.41
23,70000,2.0,2,20500,13.16,0,0.29,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.00032857142857142856,0.29285714285714287
22,19800,1.0,0,2100,8.38,0,0.11,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011111111111111111,0.10606060606060606
23,54000,7.0,0,20375,7.49,1,0.38,2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00042592592592592595,0.3773148148148148
23,20000,0.0,1,5000,11.71,0,0.25,4,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.00115,0.25
23,20000,2.0,1,6400,10.65,0,0.32,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00115,0.32
26,20000,5.0,0,4800,5.99,0,0.24,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0013,0.24
25,20000,0.0,3,5650,15.99,0,0.28,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.00125,0.2825
23,20000,7.0,2,3625,10.99,0,0.18,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.00115,0.18125
23,20000,7.0,0,1200,7.49,0,0.06,3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.00115,0.06
22,48500,1.0,1,20000,11.36,1,0.41,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0004536082474226804,0.41237113402061853
22,20000,3.0,0,7500,5.79,0,0.38,4,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.375
23,49400,0.0,0,20000,6.54,1,0.4,4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00046558704453441294,0.4048582995951417
25,20000,1.0,0,4000,5.79,0,0.2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.00125,0.2
25,50000,10.0,0,20000,7.49,1,0.4,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005,0.4
